Date,State,TotalSamples,Negative,Positive,total_positive
25-07-2020,Andaman and Nicobar Islands,21965,,290,549
26-07-2020,Andaman and Nicobar Islands,22049,,324,614
27-07-2020,Andaman and Nicobar Islands,22548,,338,662
28-07-2020,Andaman and Nicobar Islands,22925,,363,701
29-07-2020,Andaman and Nicobar Islands,23217,,428,791
30-07-2020,Andaman and Nicobar Islands,23615,,471,899
31-07-2020,Andaman and Nicobar Islands,24038,,548,1019
01-08-2020,Andaman and Nicobar Islands,24308,,636,1184
02-08-2020,Andaman and Nicobar Islands,24580,,734,1370
03-08-2020,Andaman and Nicobar Islands,25034,,830,1564
04-08-2020,Andaman and Nicobar Islands,25492,,928,1758
05-08-2020,Andaman and Nicobar Islands,25826,,1027,1955
06-08-2020,Andaman and Nicobar Islands,26516,,1123,2150
07-08-2020,Andaman and Nicobar Islands,26915,,1222,2345
08-08-2020,Andaman and Nicobar Islands,27073,,1351,2573
09-08-2020,Andaman and Nicobar Islands,27103,,1490,2841
10-08-2020,Andaman and Nicobar Islands,27346,,1625,3115
11-08-2020,Andaman and Nicobar Islands,27455,,1764,3389
12-08-2020,Andaman and Nicobar Islands,27744,,1900,3664
13-08-2020,Andaman and Nicobar Islands,27973,,2037,3937
14-08-2020,Andaman and Nicobar Islands,28129,,2186,4223
15-08-2020,Andaman and Nicobar Islands,28209,,2306,4492
16-08-2020,Andaman and Nicobar Islands,28229,,2399,4705
17-08-2020,Andaman and Nicobar Islands,28672,,2445,4844
18-08-2020,Andaman and Nicobar Islands,28937,,2529,4974
19-08-2020,Andaman and Nicobar Islands,29303,,2604,5133
20-08-2020,Andaman and Nicobar Islands,29487,,2680,5284
21-08-2020,Andaman and Nicobar Islands,29573,,2747,5427
22-08-2020,Andaman and Nicobar Islands,29888,,2808,5555
23-08-2020,Andaman and Nicobar Islands,30278,,2860,5668
24-08-2020,Andaman and Nicobar Islands,30513,,2904,5764
25-08-2020,Andaman and Nicobar Islands,31082,,2945,5849
26-08-2020,Andaman and Nicobar Islands,31646,,2985,5930
27-08-2020,Andaman and Nicobar Islands,31830,,3018,6003
28-08-2020,Andaman and Nicobar Islands,32100,,3050,6068
29-08-2020,Andaman and Nicobar Islands,32407,,3081,6131
30-08-2020,Andaman and Nicobar Islands,32674,,3104,6185
31-08-2020,Andaman and Nicobar Islands,33485,,3132,6236
01-09-2020,Andaman and Nicobar Islands,35104,,3160,6292
02-09-2020,Andaman and Nicobar Islands,36136,,,3160
03-09-2020,Andaman and Nicobar Islands,37075,,3223,3223
04-09-2020,Andaman and Nicobar Islands,37825,,3257,6480
05-09-2020,Andaman and Nicobar Islands,38574,,3292,6549
06-09-2020,Andaman and Nicobar Islands,39205,,3332,6624
07-09-2020,Andaman and Nicobar Islands,39995,,3359,6691
08-09-2020,Andaman and Nicobar Islands,41039,,3392,6751
09-09-2020,Andaman and Nicobar Islands,41776,,3426,6818
10-09-2020,Andaman and Nicobar Islands,42792,,3465,6891
11-09-2020,Andaman and Nicobar Islands,43680,,3494,6959
12-09-2020,Andaman and Nicobar Islands,44570,,3521,7015
13-09-2020,Andaman and Nicobar Islands,45279,,3546,7067
14-09-2020,Andaman and Nicobar Islands,45987,,3557,7103
15-09-2020,Andaman and Nicobar Islands,46823,,3574,7131
16-09-2020,Andaman and Nicobar Islands,47794,,3593,7167
17-09-2020,Andaman and Nicobar Islands,48861,,3604,7197
18-09-2020,Andaman and Nicobar Islands,50035,,3631,7235
19-09-2020,Andaman and Nicobar Islands,50681,,3644,7275
20-09-2020,Andaman and Nicobar Islands,51262,,3651,7295
21-09-2020,Andaman and Nicobar Islands,52220,,3673,7324
22-09-2020,Andaman and Nicobar Islands,52845,,3691,7364
23-09-2020,Andaman and Nicobar Islands,53591,,3712,7403
24-09-2020,Andaman and Nicobar Islands,52992,,3744,7456
25-09-2020,Andaman and Nicobar Islands,55169,,3759,7503
26-09-2020,Andaman and Nicobar Islands,56059,,3774,7533
27-09-2020,Andaman and Nicobar Islands,56661,,3794,7568
28-09-2020,Andaman and Nicobar Islands,57343,,3803,7597
29-09-2020,Andaman and Nicobar Islands,58135,,3821,7624
30-09-2020,Andaman and Nicobar Islands,58763,,3835,7656
01-10-2020,Andaman and Nicobar Islands,59676,,3848,7683
02-10-2020,Andaman and Nicobar Islands,60437,,3858,7706
03-10-2020,Andaman and Nicobar Islands,61231,,3868,7726
04-10-2020,Andaman and Nicobar Islands,62103,,3884,7752
05-10-2020,Andaman and Nicobar Islands,63009,,3899,7783
06-10-2020,Andaman and Nicobar Islands,63790,,3912,7811
07-10-2020,Andaman and Nicobar Islands,65111,,3935,7847
08-10-2020,Andaman and Nicobar Islands,66244,,3952,7887
09-10-2020,Andaman and Nicobar Islands,67332,,3976,7928
10-10-2020,Andaman and Nicobar Islands,68464,,3992,7968
11-10-2020,Andaman and Nicobar Islands,69146,,4005,7997
12-10-2020,Andaman and Nicobar Islands,69932,,4023,8028
13-10-2020,Andaman and Nicobar Islands,70780,,4036,8059
14-10-2020,Andaman and Nicobar Islands,71624,,4046,8082
15-10-2020,Andaman and Nicobar Islands,72525,,4062,8108
16-10-2020,Andaman and Nicobar Islands,73363,,4072,8134
17-10-2020,Andaman and Nicobar Islands,74277,,4083,8155
18-10-2020,Andaman and Nicobar Islands,75030,,4108,8191
19-10-2020,Andaman and Nicobar Islands,75977,,4126,8234
20-10-2020,Andaman and Nicobar Islands,77200,,4141,8267
21-10-2020,Andaman and Nicobar Islands,78303,,4168,8309
22-10-2020,Andaman and Nicobar Islands,79301,,4184,8352
23-10-2020,Andaman and Nicobar Islands,80768,,4207,8391
24-10-2020,Andaman and Nicobar Islands,81880,,4225,8432
25-10-2020,Andaman and Nicobar Islands,82626,,4245,8470
26-10-2020,Andaman and Nicobar Islands,83115,,4253,8498
27-10-2020,Andaman and Nicobar Islands,84308,,4274,8527
28-10-2020,Andaman and Nicobar Islands,85378,,4289,8563
29-10-2020,Andaman and Nicobar Islands,86715,,4305,8594
30-10-2020,Andaman and Nicobar Islands,87789,,4317,8622
31-10-2020,Andaman and Nicobar Islands,88453,,4332,8649
01-11-2020,Andaman and Nicobar Islands,89559,,4340,8672
02-11-2020,Andaman and Nicobar Islands,90901,,4352,8692
03-11-2020,Andaman and Nicobar Islands,92249,,4372,8724
04-11-2020,Andaman and Nicobar Islands,93406,,4389,8761
05-11-2020,Andaman and Nicobar Islands,94639,,4403,8792
06-11-2020,Andaman and Nicobar Islands,96214,,4420,8823
07-11-2020,Andaman and Nicobar Islands,97603,,4441,8861
08-11-2020,Andaman and Nicobar Islands,98812,,4450,8891
09-11-2020,Andaman and Nicobar Islands,100025,,4463,8913
10-11-2020,Andaman and Nicobar Islands,101226,,4477,8940
11-11-2020,Andaman and Nicobar Islands,102433,,4494,8971
12-11-2020,Andaman and Nicobar Islands,103599,,4507,9001
13-11-2020,Andaman and Nicobar Islands,104785,,4518,9025
14-11-2020,Andaman and Nicobar Islands,105699,,4527,9045
15-11-2020,Andaman and Nicobar Islands,106734,,4536,9063
16-11-2020,Andaman and Nicobar Islands,108080,,4557,9093
17-11-2020,Andaman and Nicobar Islands,109646,,4574,9131
18-11-2020,Andaman and Nicobar Islands,111166,,4593,9167
19-11-2020,Andaman and Nicobar Islands,112792,,4604,9197
20-11-2020,Andaman and Nicobar Islands,114392,,4617,9221
21-11-2020,Andaman and Nicobar Islands,115968,,4631,9248
22-11-2020,Andaman and Nicobar Islands,117093,,4641,9272
23-11-2020,Andaman and Nicobar Islands,118654,,4656,9297
24-11-2020,Andaman and Nicobar Islands,120324,,4667,9323
25-11-2020,Andaman and Nicobar Islands,121931,,4677,9344
26-11-2020,Andaman and Nicobar Islands,123165,,4682,9359
27-11-2020,Andaman and Nicobar Islands,124832,,4689,9371
28-11-2020,Andaman and Nicobar Islands,126331,,4698,9387
29-11-2020,Andaman and Nicobar Islands,127912,,4704,9402
30-11-2020,Andaman and Nicobar Islands,129389,,4710,9414
01-12-2020,Andaman and Nicobar Islands,131080,,4718,9428
02-12-2020,Andaman and Nicobar Islands,132784,,4723,9441
03-12-2020,Andaman and Nicobar Islands,134355,,4729,9452
04-12-2020,Andaman and Nicobar Islands,135952,,4742,9471
05-12-2020,Andaman and Nicobar Islands,137648,,4747,9489
06-12-2020,Andaman and Nicobar Islands,139326,,4758,9505
07-12-2020,Andaman and Nicobar Islands,140961,,4773,9531
08-12-2020,Andaman and Nicobar Islands,142667,,4778,9551
09-12-2020,Andaman and Nicobar Islands,144401,,4783,9561
10-12-2020,Andaman and Nicobar Islands,146143,,4791,9574
11-12-2020,Andaman and Nicobar Islands,147806,,4798,9589
12-12-2020,Andaman and Nicobar Islands,149926,,4805,9603
13-12-2020,Andaman and Nicobar Islands,152004,,4818,9623
14-12-2020,Andaman and Nicobar Islands,153685,,4834,9652
15-12-2020,Andaman and Nicobar Islands,155454,,4842,9676
16-12-2020,Andaman and Nicobar Islands,157242,,4850,9692
17-12-2020,Andaman and Nicobar Islands,159027,,4860,9710
18-12-2020,Andaman and Nicobar Islands,160856,,4869,9729
19-12-2020,Andaman and Nicobar Islands,162821,,4875,9744
20-12-2020,Andaman and Nicobar Islands,165024,,4881,9756
21-12-2020,Andaman and Nicobar Islands,166845,,4888,9769
22-12-2020,Andaman and Nicobar Islands,168769,,4893,9781
23-12-2020,Andaman and Nicobar Islands,170666,,4896,9789
24-12-2020,Andaman and Nicobar Islands,172756,,4901,9797
25-12-2020,Andaman and Nicobar Islands,174482,,4912,9813
26-12-2020,Andaman and Nicobar Islands,175578,,4912,9824
27-12-2020,Andaman and Nicobar Islands,176898,,4924,9836
28-12-2020,Andaman and Nicobar Islands,177926,,4929,9853
29-12-2020,Andaman and Nicobar Islands,179444,,4936,9865
30-12-2020,Andaman and Nicobar Islands,180626,,4941,9877
31-12-2020,Andaman and Nicobar Islands,181640,,4945,9886
01-01-2021,Andaman and Nicobar Islands,182631,,4946,9891
02-01-2021,Andaman and Nicobar Islands,183725,,4947,9893
03-01-2021,Andaman and Nicobar Islands,184955,,4948,9895
04-01-2021,Andaman and Nicobar Islands,186140,,4948,9896
05-01-2021,Andaman and Nicobar Islands,187115,,4949,9897
06-01-2021,Andaman and Nicobar Islands,188351,,4949,9898
07-01-2021,Andaman and Nicobar Islands,190031,,4958,9907
08-01-2021,Andaman and Nicobar Islands,191206,,4959,9917
09-01-2021,Andaman and Nicobar Islands,192560,,4959,9918
10-01-2021,Andaman and Nicobar Islands,193719,,4960,9919
11-01-2021,Andaman and Nicobar Islands,195351,,4963,9923
12-01-2021,Andaman and Nicobar Islands,196859,,4966,9929
13-01-2021,Andaman and Nicobar Islands,198478,,4969,9935
14-01-2021,Andaman and Nicobar Islands,199805,,4976,9945
15-01-2021,Andaman and Nicobar Islands,200953,,4979,9955
16-01-2021,Andaman and Nicobar Islands,202521,,4982,9961
17-01-2021,Andaman and Nicobar Islands,203741,,4983,9965
18-01-2021,Andaman and Nicobar Islands,205411,,4988,9971
19-01-2021,Andaman and Nicobar Islands,206732,,4989,9977
20-01-2021,Andaman and Nicobar Islands,208179,,4991,9980
